регион,дата,девелопер,проект,м2,шт,локация SMLT,координаты,индекс,индекс_проект,АТД,кол-во месяцев для темпа
Москва,01.07.2023,ПИК,Матвеевский парк,"4445,9",109,0,,,Матвеевский парк,0,11
Москва,01.07.2023,ПИК,Митинский лес,3194,79,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.861683, 37.374618]",4,4_Митинский лес,СЗАО,11
Москва,01.07.2023,ПИК,Михайловский парк,"1386,9",38,0,,,Михайловский парк,0,11
Москва,01.07.2023,ПИК,Мичуринский парк,1231,31,0,,,Мичуринский парк,0,11
Москва,01.07.2023,ПИК,Никольские луга,"2497,1",53,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.520161, 37.572145]",1,1_Никольские луга,ЮЗАО,11
Москва,01.07.2023,ПИК,Новое Очаково,"3865,4",110,0,,,Новое Очаково,0,11
Москва,01.07.2023,ПИК,Новохохловская 15,1374,35,0,,,Новохохловская 15,0,11
МО,01.07.2023,ПИК,Одинцово-1,4492,122,РУБЛЁВСКИЙ КВАРТАЛ,"[55.655397, 37.270481]",5,5_Одинцово-1,Одинцово городской округ,11
Москва,01.07.2023,ПИК,Открытый парк,"1965,2",53,0,,,Открытый парк,0,11
Москва,01.07.2023,ПИК,Первый Дубровский,"1263,8",36,0,,,Первый Дубровский,0,11
Москва,01.07.2023,ПИК,Перовское 2,"2366,1",64,0,,,Перовское 2,0,11
Москва,01.07.2023,ПИК,Полар,1278,31,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.892933, 37.643937]",5,5_Полар,СВАО,11
Москва,01.07.2023,ПИК,Полярная 25,649,13,0,,,Полярная 25,0,11
Москва,01.07.2023,ПИК,Римского-Корсакова 11,935,26,0,,,Римского-Корсакова 11,0,11
Москва,01.07.2023,ПИК,Руставели 14,3321,77,ОКТЯБРЬСКАЯ 98,"[55.812141, 37.599946]",6,6_Руставели 14,СВАО,11
НМ,01.07.2023,ПИК,Саларьево Парк,"4375,2",108,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.617103, 37.414014]",3,3_Саларьево Парк,НАО,11
НМ,01.07.2023,ПИК,Середневский лес,"3975,1",102,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.567989, 37.285681]",4,4_Середневский лес,НАО,11
Москва,01.07.2023,ПИК,Сигнальный 16,"2010,8",52,0,,,Сигнальный 16,0,11
МО,01.07.2023,ПИК,Томилинский бульвар,"2062,1",59,ТОМИЛИНО ПАРК / ЕГОРОВО ПАРК,"[55.662616, 37.867322]",3,3_Томилинский бульвар,Котельники городской округ,10
Москва,01.07.2023,ПИК,Холланд Парк,"3339,6",80,0,,,Холланд Парк,0,11
НМ,01.07.2023,ПИК,Юнино,"303,8",9,0,,,Юнино,0,10
Москва,01.07.2023,ПИК,Ютаново,"2432,9",63,0,,,Ютаново,0,11
МО,01.07.2023,ПИК,Ярославский,"1297,3",23,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.917026, 37.718624]",2,2_Ярославский,Мытищи городской округ,11
МО,01.07.2023,ПИК,Ярославский квартал,"637,4",16,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.909766, 37.785153]",3,3_Ярославский квартал,Мытищи городской округ,5
МО,01.07.2023,ПИК,Яуза Парк,"2318,2",57,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.911779, 37.761986]",4,4_Яуза Парк,ВАО,11
Москва,01.07.2023,ПИК (Forma),Моментс,"1215,1",22,0,,,Моментс,0,11
Москва,01.07.2023,ПИК (Forma),Портлэнд,"2068,9",38,0,,,Портлэнд,0,10
Москва,01.07.2023,ПИК (Forma),Репаблик,"1159,9",14,0,,,Репаблик,0,11
Москва,01.07.2023,ПИК (Forma),Соул,"1876,9",33,0,,,Соул,0,10
Москва,01.07.2023,ПИК (Forma),Форст,"1798,1",27,НОВОДАНИЛОВСКАЯ 8,"[55.705952, 37.631786]",3,3_Форст,ЮАО,11
Москва,01.07.2023,Пионер,Лайф Варшавская,"3565,5",52,0,,,Лайф Варшавская,0,11
Москва,01.07.2023,Пионер,Опус,"56,1",1,0,,,Опус,0,11
Москва,01.07.2023,Пионер,Прайд,"1366,8",23,ОКТЯБРЬСКАЯ 98,"[55.798583, 37.599694]",4,4_Прайд,СВАО,11
Москва,01.07.2023,Пионер,Хай Лайф,"865,5",10,СТРЕМЯННЫЙ 2,"[55.725578, 37.645064]",4,4_Хай Лайф,ЮАО,11
МО,01.07.2023,Профи Инвест,31-й квартал (Пушкино),"226,5",4,0,,,31-й квартал (Пушкино),0,11
МО,01.07.2023,Профи Инвест,Ривер Парк (Королев),"1739,8",39,0,,,Ривер Парк (Королев),0,11
МО,01.07.2023,Профи Инвест,Тургенева 9-13 (Пушкино),"527,3",10,0,,,Тургенева 9-13 (Пушкино),0,11
МО,01.07.2023,Р Инвест,Дом на Сиреневой,"584,8",13,0,,,Дом на Сиреневой,0,11
МО,01.07.2023,Р Инвест,Солнечная долина,"134,5",4,0,,,Солнечная долина,0,11
МО,01.07.2023,Р Инвест,Солнечный Парк 2,"203,2",4,0,,,Солнечный Парк 2,0,11
Москва,01.07.2023,РГ Девелопмент,Варшавские ворота,"503,6",11,0,,,Варшавские ворота,0,11
Москва,01.07.2023,РГ Девелопмент,Михалковский,"983,1",17,0,,,Михалковский,0,11
Москва,01.07.2023,РГ Девелопмент,Петровский парк 2,"1406,9",29,0,,,Петровский парк 2,0,11
Москва,01.07.2023,РГ Девелопмент,Родной Город. Октябрьское поле,"3876,4",80,ВЕРЕСК / МЯТА,"[55.790656, 37.471066]",7,7_Родной Город. Октябрьское поле,СЗАО,11
Москва,01.07.2023,РГ Девелопмент,Семеновский парк 2,"42,1",1,0,,,Семеновский парк 2,0,4
МО,01.07.2023,Региондевелопмент,Пилот 9 18,"288,4",5,0,,,Пилот 9 18,0,11
МО,01.07.2023,Риверхаус,Ривер Хаус,"1797,5",18,0,,,Ривер Хаус,0,11
МО,01.07.2023,РК-Газсетьсервис Коломна,Подлипки Город,"814,5",12,0,,,Подлипки Город,0,11
НМ,01.07.2023,Родина,Рашн Дизайн Дистрикт,35,1,0,,,Рашн Дизайн Дистрикт,0,11
Москва,01.07.2023,Родина,Союз,"718,4",10,0,,,Союз,0,11
Москва,01.07.2023,Рождествено,Митинский лес,"52,9",1,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.861683, 37.374618]",4,4_Митинский лес,СЗАО,11
МО,01.07.2023,Рос Евро Сити,Шолохово,"481,2",9,0,,,Шолохово,0,11
МО,01.07.2023,Рос Евро Сити,Южное Пушкино,"1230,4",19,0,,,Южное Пушкино,0,11
МО,01.07.2023,Русич,Новые Котельники,"1100,3",29,ТОМИЛИНО ПАРК / ЕГОРОВО ПАРК,"[55.639301, 37.848220]",1,1_Новые Котельники,Котельники городской округ,11
Москва,01.07.2023,Русич,Русич Кантемировский,"604,5",15,0,,,Русич Кантемировский,0,9
МО,01.07.2023,Русстрой,Новое Лыткарино,"366,4",8,0,,,Новое Лыткарино,0,11
МО,01.07.2023,Садовое кольцо ГК,М5,"887,2",17,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.812862, 37.354391]",2,2_М5,Красногорск городской округ,11
МО,01.07.2023,Садовое кольцо ГК,Тетрис,"2191,2",50,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.817158, 37.343353]",3,3_Тетрис,Красногорск городской округ,11
НМ,01.07.2023,Самолет,Алхимово,"2555,31",65,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.474459, 37.528765]",8,8_Алхимово,НАО,11
МО,01.07.2023,Самолет,Большое Путилково,"2240,34",48,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.866757, 37.386927]",6,6_Большое Путилково,Красногорск городской округ,11
Москва,01.07.2023,Самолет,Верейская 41,"324,2",7,ВЕРЕЙСКАЯ 41,"[55.711666, 37.429393]",6,6_Верейская 41,ЗАО,11
Москва,01.07.2023,МИЦ,Вереск,"37,6",1,ВЕРЕСК / МЯТА,"[55.784648, 37.494212]",8,8_Вереск,СЗАО,11
МО,01.07.2023,Самолет,Горки Парк,"8070,03",215,ПРИГОРОД ЛЕСНОЕ / ГОРКИ ПАРК / БОГДАНОВСКИЙ ЛЕС,"[55.527217, 37.823439]",4,4_Горки Парк,Ленинский городской округ,11
МО,01.07.2023,Самолет,Долина Яузы,"351,11",6,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.889315, 37.713414]",8,8_Долина Яузы,Мытищи городской округ,11
МО,01.07.2023,Самолет,Егорово Парк,"1280,15",30,ТОМИЛИНО ПАРК / ЕГОРОВО ПАРК,"[55.639263, 37.943287]",5,5_Егорово Парк,Люберцы городской округ,11
МО,01.07.2023,Самолет,Заречье Парк,"1184,66",22,ЗАРЕЧЬЕ ПАРК,"[55.684980, 37.408362]",4,4_Заречье Парк,Одинцово городской округ,11
Москва,01.07.2023,Самолет,Квартал Домашний,"1169,79",25,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.644321, 37.704715]",5,5_Квартал Домашний,ЮВАО,4
НМ,01.07.2023,Самолет,Квартал Западный,"610,13",15,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.582897, 37.145202]",7,7_Квартал Западный,НАО,9
МО,01.07.2023,Самолет,Квартал Ивакино,"3259,66",71,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.951205, 37.469831]",4,4_Квартал Ивакино,Химки городской округ,11
НМ,01.07.2023,Самолет,Квартал Марьино,"2088,74",49,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.548757, 37.304276]",6,6_Квартал Марьино,НАО,7
МО,01.07.2023,Самолет,Квартал Строгино,"2342,21",53,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.807602, 37.382151]",6,6_Квартал Строгино,Красногорск городской округ,6
МО,01.07.2023,Самолет,Люберцы,"3081,27",91,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.698227, 37.954578]",6,6_Люберцы,Люберцы городской округ,11
Москва,01.07.2023,Самолет,Молжаниново,"5823,48",127,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.934994, 37.362195]",5,5_Молжаниново,САО,11
МО,01.07.2023,Самолет,Мытищи Парк,"6081,54",143,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.945968, 37.769712]",9,9_Мытищи Парк,Мытищи городской округ,11
Москва,01.07.2023,МИЦ,Мята,"371,1",9,ВЕРЕСК / МЯТА,"[55.770803, 37.517938]",9,9_Мята,САО,11
Москва,01.07.2023,Самолет,Некрасовка,0,0,0,,,Некрасовка,0,11
МО,01.07.2023,МИЦ,Новоград Павлино,"5606,7",132,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.725017, 37.975653]",5,5_Новоград Павлино,Балашиха городской округ,11
Москва,01.07.2023,Самолет,Новоданиловская 8,"652,1",12,НОВОДАНИЛОВСКАЯ 8,"[55.696778, 37.624588]",7,7_Новоданиловская 8,ЮАО,11
МО,01.07.2023,Самолет,Новое Видное,"1394,87",32,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.511366, 37.738018]",5,5_Новое Видное,Ленинский городской округ,9
НМ,01.07.2023,Самолет,Новое Внуково,"5110,07",115,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.587682, 37.169816]",8,8_Новое Внуково,НАО,11
Москва,01.07.2023,МИЦ,Октябрьская 98,"183,1",5,ОКТЯБРЬСКАЯ 98,"[55.799789, 37.614735]",7,7_Октябрьская 98,Домодедово городской округ,11
НМ,01.07.2023,Самолет,Остафьево,"7446,74",161,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.499117, 37.517850]",9,9_Остафьево,НАО,11
НМ,01.07.2023,Самолет,Подольские кварталы,"3314,68",82,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.474725, 37.518973]",7,7_Подольские кварталы,НАО,6
МО,01.07.2023,Самолет,Прибрежный Парк,"4048,62",101,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.495787, 37.737974]",6,6_Прибрежный Парк,Домодедово городской округ,11
МО,01.07.2023,Самолет,Пригород лесное,"11196,85",270,ПРИГОРОД ЛЕСНОЕ / ГОРКИ ПАРК / БОГДАНОВСКИЙ ЛЕС,"[55.558797, 37.815771]",5,5_Пригород лесное,Ленинский городской округ,11
МО,01.07.2023,Самолет,Пятницкие Луга,"5420,45",128,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.894926, 37.250655]",5,5_Пятницкие Луга,Солнечногорск городской округ,11
Москва,01.07.2023,МИЦ,Пятницкое 58,"822,4",33,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.863400, 37.355536]",5,5_Пятницкое 58,СЗАО,11
МО,01.07.2023,Самолет,Рублевский Квартал,"2485,2",61,РУБЛЁВСКИЙ КВАРТАЛ,"[55.701301, 37.207325]",6,6_Рублевский Квартал,Одинцово городской округ,11
МО,01.07.2023,Самолет,Спутник,"2780,07",60,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.799967, 37.375683]",7,7_Спутник,Красногорск городской округ,11
Москва,01.07.2023,МИЦ,Стремянный 2,"804,8",17,СТРЕМЯННЫЙ 2,"[55.728882, 37.636162]",6,6_Стремянный 2,ЦАО,11
МО,01.07.2023,Самолет,Томилино парк,"2716,15",71,ТОМИЛИНО ПАРК / ЕГОРОВО ПАРК,"[55.623016, 37.947433]",6,6_Томилино парк,Люберцы городской округ,11
НМ,01.07.2023,Самолет,Тропарево парк,"1644,77",42,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.633582, 37.454690]",5,5_Тропарево парк,НАО,11
НМ,01.07.2023,МИЦ,Цветочные поляны,"4753,1",111,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.560444, 37.309453]",5,5_Цветочные поляны,НАО,11
НМ,01.07.2023,МИЦ,Эко Бунино,7179,172,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.543638, 37.458920]",6,6_Эко Бунино,НАО,11
Москва,01.07.2023,Сбербанк,Сберсити,"3620,9",55,0,,,Сберсити,0,5
МО,01.07.2023,Сетьстрой,Квартал Светлый,"101,5",2,0,,,Квартал Светлый,0,4
Москва,01.07.2023,СЗ Вэллби,Вэллби,"22,1",1,0,,,Вэллби,0,10
Москва,01.07.2023,СЗ Доходный дом,Ом,"375,5",6,0,,,Ом,0,11
Москва,01.07.2023,СЗ Звездный,Сенатор,"29,9",1,ОКТЯБРЬСКАЯ 98,"[55.814146, 37.634410]",1,1_Сенатор,СВАО,11
Москва,01.07.2023,СЗ Прогресс,Байрес,"471,3",11,0,,,Байрес,0,11
МО,01.07.2023,Сити Эстейт,Центральный (Звенигород),"50,9",1,0,,,Центральный (Звенигород),0,11
МО,01.07.2023,Сити XXI век,Восемь кленов,"725,3",12,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.834593, 37.247610]",2,2_Восемь кленов,Красногорск городской округ,11
Москва,01.07.2023,СК Олимпийский 10,Соле Хиллс,"431,1",6,0,,,Соле Хиллс,0,11
МО,01.07.2023,СМУ 29,Школьный,"551,4",9,0,,,Школьный,0,8
МО,01.07.2023,Содружество,Сказка,"513,6",9,0,,,Сказка,0,11
Москва,01.07.2023,Союзцветавтоматика,Кинетик,"845,1",20,0,,,Кинетик,0,11
МО,01.07.2023,Строительный трест 10,Лесная поляна,"531,5",8,0,,,Лесная поляна,0,11
Москва,01.07.2023,Стройвос,Вдохновение (Москва),"111,6",2,0,,,Вдохновение (Москва),0,11
МО,01.07.2023,Стройинновация,Андреевка Лайф,"1492,5",31,0,,,Андреевка Лайф,0,4
МО,01.07.2023,Стройпромавтоматика,Восточный (Звенигород),"2501,6",60,0,,,Восточный (Звенигород),0,11
МО,01.07.2023,Стройспецмонтаж,Мой город (Электрогорск),"99,7",2,0,,,Мой город (Электрогорск),0,11
МО,01.07.2023,Стройтек,Одинцовские кварталы,"1358,3",29,0,,,Одинцовские кварталы,0,11
МО,01.07.2023,Стройтек,Союзный,"1350,9",21,РУБЛЁВСКИЙ КВАРТАЛ,"[55.660516, 37.287846]",2,2_Союзный,Одинцово городской округ,11
МО,01.07.2023,Стройтехинвест,Сердце Одинцово,"142,7",5,0,,,Сердце Одинцово,0,11
МО,01.07.2023,Стройтэкс,Цветочный город,"272,3",5,0,,,Цветочный город,0,11
Москва,01.07.2023,Сумма элементов,Дом Дау,"322,4",5,0,,,Дом Дау,0,7
МО,01.07.2023,СФД,Космос (Домодедово),"1038,9",23,0,,,Космос (Домодедово),0,11
МО,01.07.2023,Сходня 10 ЖСК,Фрунзенский,"218,4",7,0,,,Фрунзенский,0,11
Москва,01.07.2023,Ташир,Легаси,"281,4",4,0,,,Легаси,0,11
Москва,01.07.2023,Ташир,Стеллар Сити,"363,2",10,ЗАРЕЧЬЕ ПАРК,"[55.701237, 37.394988]",1,1_Стеллар Сити,ЗАО,11
МО,01.07.2023,Техноолимпстрой,Клевер,"68,4",2,0,,,Клевер,0,10
МО,01.07.2023,ТКС,Гармония Парк,"82,2",3,0,,,Гармония Парк,0,11
МО,01.07.2023,Топаз,Мессиер 18,"205,2",3,0,,,Мессиер 18,0,10
Москва,01.07.2023,Трансстройинвест,Проспект 39,"376,6",7,0,,,Проспект 39,0,6
МО,01.07.2023,Трансфорт,Высокие жаворонки,"457,4",11,0,,,Высокие жаворонки,0,11
МО,01.07.2023,Тройка РЭД,Видный берег 2,"2764,7",66,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.533145, 37.718462]",2,2_Видный берег 2,Ленинский городской округ,11
МО,01.07.2023,Тройка РЭД,Облака 2.0,"1193,3",29,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.679113, 37.911160]",2,2_Облака 2.0,Люберцы городской округ,11
МО,01.07.2023,Удача,Премьер Новорижский,"466,8",2,0,,,Премьер Новорижский,0,0
Москва,01.07.2023,УЭЗ,Вилл Тауэрс,"1281,7",17,0,,,Вилл Тауэрс,0,11
Москва,01.07.2023,УЭЗ,Инноватор,"1826,4",33,0,,,Инноватор,0,11
Москва,01.07.2023,УЭЗ,Интеллигент,"817,8",15,0,,,Интеллигент,0,11
МО,01.07.2023,Ферро-Строй,Катуар,"134,2",3,0,,,Катуар,0,11
Москва,01.07.2023,Ферро-Строй,Ривер Парк,"4273,9",59,0,,,Ривер Парк,0,11
МО,01.07.2023,Финтрастойл,Ступино Сити,539,10,0,,,Ступино Сити,0,0
МО,01.07.2023,Фобос,Угрешская 1 (Дзержинский),"227,6",3,0,,,Угрешская 1 (Дзержинский),0,11
Москва,01.07.2023,ФСК,Архитектор,"2892,3",45,0,,,Архитектор,0,11
МО,01.07.2023,ФСК,Датский квартал,"1459,3",29,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.901767, 37.639462]",6,6_Датский квартал,Мытищи городской округ,11
НМ,01.07.2023,ФСК,Движение Говорово,361,8,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.648650, 37.439018]",2,2_Движение Говорово,НАО,11
МО,01.07.2023,ФСК,Жаворонки Клаб,"155,8",5,0,,,Жаворонки Клаб,0,6
Москва,01.07.2023,ФСК,Лэйк,"174,5",3,0,,,Лэйк,0,10
МО,01.07.2023,ФСК,Первый Донской,"2744,2",61,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.528110, 37.716482]",4,4_Первый Донской,Ленинский городской округ,7
Москва,01.07.2023,ФСК,Первый Ленинградский,"3640,9",72,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.932430, 37.384927]",3,3_Первый Ленинградский,САО,11
МО,01.07.2023,ФСК,Первый Лермонтовский,"4450,2",87,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.680815, 37.913278]",4,4_Первый Лермонтовский,Люберцы городской округ,11
МО,01.07.2023,ФСК,Первый Шереметьевский,"2049,3",46,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.944357, 37.340730]",1,1_Первый Шереметьевский,Химки городской округ,7
МО,01.07.2023,ФСК,Первый Южный,"3854,8",89,0,,,Первый Южный,0,7
Москва,01.07.2023,ФСК,Режиссер,"1681,8",23,0,,,Режиссер,0,11
МО,01.07.2023,ФСК,Римский,"3171,8",60,0,,,Римский,0,11
Москва,01.07.2023,ФСК,Роттердам,"1403,9",24,НОВОДАНИЛОВСКАЯ 8,"[55.686006, 37.625426]",2,2_Роттердам,ЮАО,11
Москва,01.07.2023,ФСК,Сидней Сити,"3269,2",52,0,,,Сидней Сити,0,11
Москва,01.07.2023,ФСК,Скай Гарден,"2853,1",51,0,,,Скай Гарден,0,11
МО,01.07.2023,ФСК,Скандинавский,"347,9",7,0,,,Скандинавский,0,11
МО,01.07.2023,ФСК,Южная Битца,"6562,8",122,0,,,Южная Битца,0,11
МО,01.07.2023,Холмы,Лесной (Егорьевск),"80,7",1,0,,,Лесной (Егорьевск),0,11
НМ,01.07.2023,Центр Инвест,Городские истории,"1892,8",35,0,,,Городские истории,0,11
Москва,01.07.2023,Центр Инвест,Фестиваль Парк 2,"1792,2",31,0,,,Фестиваль Парк 2,0,11
НМ,01.07.2023,ЦентрСтрой,Эдельвейс (Рогозинино),"80,8",1,0,,,Эдельвейс (Рогозинино),0,11
Москва,01.07.2023,Энергостройинвест,Селф,"445,9",7,0,,,Селф,0,11
Москва,01.07.2023,Эталон,Воксхолл,"731,6",11,СТРЕМЯННЫЙ 2,"[55.727558, 37.642897]",3,3_Воксхолл,ЦАО,11
Москва,01.07.2023,Эталон,Шагал,"10115,3",143,НОВОДАНИЛОВСКАЯ 8,"[55.686989, 37.640057]",6,6_Шагал,ЮАО,11
Москва,01.07.2023,Эталон (проекты Лидер Инвест),Нагатино Ай Лэнд,"595,5",11,0,,,Нагатино Ай Лэнд,0,11
МО,01.07.2023,ЭХО,Лесная (Большевик),"263,6",4,0,,,Лесная (Большевик),0,0
МО,01.07.2023,ЮИТ,Десятка,"390,2",8,0,,,Десятка,0,11
МО,01.07.2023,ЮИТ,Финский,"408,1",7,0,,,Финский,0,11
Москва,01.07.2023,AB Development,Вишневый сад,"887,3",6,0,,,Вишневый сад,0,11
Москва,01.07.2023,AB Development,Вудс,"1033,6",6,0,,,Вудс,0,11
Москва,01.07.2023,AEON Corporation,Ривер Парк Тауэрс,"1258,7",16,0,,,Ривер Парк Тауэрс,0,11
Москва,01.07.2023,AFI Development,Афи Парк Воронцовский,"979,1",16,0,,,Афи Парк Воронцовский,0,11
Москва,01.07.2023,AFI Development,Афи Тауэр,"982,5",31,0,,,Афи Тауэр,0,11
МО,01.07.2023,AFI Development,Одинбург,"873,7",18,РУБЛЁВСКИЙ КВАРТАЛ,"[55.681265, 37.245342]",3,3_Одинбург,Одинцово городской округ,11
Москва,01.07.2023,AFI Development,Сиреневый парк,"1071,5",24,0,,,Сиреневый парк,0,11
Москва,01.07.2023,Ant Development,Виктори Парк Резиденс,"151,5",1,0,,,Виктори Парк Резиденс,0,11
Москва,01.07.2023,Ant Development,Поклонная 9,"167,7",2,0,,,Поклонная 9,0,11
Москва,01.07.2023,Apsis Globe,Сити Микc,"926,6",44,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.661176, 37.453333]",1,1_Сити Микc,ЗАО,11
Москва,01.07.2023,Asterus Development,Алиа,"3728,5",65,0,,,Алиа,0,11
МО,01.07.2023,Author Development,Олимп-2 (Хотьково),"30,9",1,0,,,Олимп-2 (Хотьково),0,11
МО,01.07.2023,BTR Group,Кит,"1041,1",26,0,,,Кит,0,11
Москва,01.07.2023,Capital Group,Бадаевский,197,3,0,,,Бадаевский,0,11
Москва,01.07.2023,Coldy,Найс Лофт,345,16,0,,,Найс Лофт,0,11
МО,01.07.2023,Dogma,Эво,"57,5",1,КВАРТАЛ АВИАТОРОВ,"[55.751761, 37.846131]",3,3_Эво,Реутов городской округ,5
Москва,01.07.2023,Galaxy Group,Досфлота 10,"991,7",10,0,,,Досфлота 10,0,11
Москва,01.07.2023,Hutton Development,Лунар,"364,7",5,0,,,Лунар,0,11
МО,01.07.2023,Ikon Development,Новый Зеленоград,745,20,0,,,Новый Зеленоград,0,11
МО,01.07.2023,Ingrad,Миловидное,"1283,2",27,0,,,Миловидное,0,11
МО,01.07.2023,Ingrad,Новое Медведково,4570,85,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.925294, 37.726672]",7,7_Новое Медведково,Мытищи городской округ,11
МО,01.07.2023,Ingrad,Новое Пушкино,"4024,5",81,0,,,Новое Пушкино,0,11
МО,01.07.2023,Ingrad,Одинград Семейный квартал,"1114,3",21,РУБЛЁВСКИЙ КВАРТАЛ,"[55.678005, 37.236267]",4,4_Одинград Семейный квартал,Одинцово городской округ,11
Москва,01.07.2023,Ingrad,Форивер,"2735,3",30,0,,,Форивер,0,11
МО,01.07.2023,Kaskad Family,Парк Апрель,"234,3",5,0,,,Парк Апрель,0,11
Москва,01.07.2023,KR Properties,Роза Росса,"315,8",2,0,,,Роза Росса,0,11
Москва,01.07.2023,Level Group,Левел Академическая,"994,7",22,0,,,Левел Академическая,0,10
Москва,01.07.2023,Level Group,Левел Бауманская,"229,8",4,0,,,Левел Бауманская,0,8
Москва,01.07.2023,Level Group,Левел Мичуринский,"3351,9",57,ВЕРЕЙСКАЯ 41,"[55.687563, 37.469647]",5,5_Левел Мичуринский,ЗАО,11
Москва,01.07.2023,Level Group,Левел Нагатинская,"2309,1",50,НОВОДАНИЛОВСКАЯ 8,"[55.682613, 37.637947]",4,4_Левел Нагатинская,ЮАО,11
Москва,01.07.2023,Level Group,Левел Причальный,"2604,9",43,0,,,Левел Причальный,0,11
Москва,01.07.2023,Level Group,Левел Селигерская,"1783,2",39,0,,,Левел Селигерская,0,11
Москва,01.07.2023,Level Group,Левел Стрешнево,831,12,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.825512, 37.412730]",1,1_Левел Стрешнево,СЗАО,11
Москва,01.07.2023,Level Group,Левел Южнопортовая,"4521,6",96,0,,,Левел Южнопортовая,0,11
Москва,01.07.2023,Level Group,Саввинская 27,"345,5",1,0,,,Саввинская 27,0,11
МО,01.07.2023,Magnum Development,Либерти,"1039,7",23,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.674486, 37.868286]",1,1_Либерти,Люберцы городской округ,11
